time,anime_id,watchDuration
2022-12-09 11:08:07.828064,59.0,4.0
2022-12-09 11:15:07.830704,4224.0,56.0
2022-12-09 11:13:07.830704,11123.0,14.0
2022-12-09 11:06:07.830704,59.0,12.0
2022-12-09 11:15:07.830704,4224.0,30.0
2022-12-09 11:09:07.830704,4722.0,20.0
2022-12-09 11:10:07.830704,3731.0,54.0
2022-12-09 11:14:07.830704,10800.0,50.0
2022-12-09 11:13:07.830704,3731.0,10.0
2022-12-09 11:10:07.830704,9513.0,54.0
2022-12-09 11:13:07.847702,14397.0,39.0
2022-12-09 11:11:07.847702,966.0,2.0
2022-12-09 11:05:07.847702,120.0,21.0
2022-12-09 11:08:07.847702,14397.0,3.0
2022-12-09 11:06:07.847702,966.0,52.0
2022-12-09 11:14:07.855747,957.0,28.0
2022-12-09 11:14:07.855747,1974.0,27.0
2022-12-09 11:08:07.855747,9863.0,48.0
2022-12-09 11:06:07.855747,249.0,50.0
2022-12-09 11:07:07.855747,1974.0,60.0
2022-12-09 11:10:07.855747,7817.0,20.0
2022-12-09 11:05:07.855747,21.0,28.0
2022-12-09 11:08:07.855747,21.0,5.0
2022-12-09 11:12:07.855747,1974.0,47.0
2022-12-09 11:08:07.872560,1914.0,36.0
2022-12-09 11:13:07.873560,857.0,38.0
2022-12-09 11:06:07.873560,6645.0,9.0
2022-12-09 11:15:07.873560,1698.0,19.0
2022-12-09 11:06:07.873560,233.0,42.0
2022-12-09 11:08:07.873560,11759.0,26.0
2022-12-09 11:05:07.873560,1698.0,55.0
2022-12-09 11:12:07.873560,3092.0,48.0
2022-12-09 11:10:07.873560,3092.0,57.0
2022-12-09 11:12:07.889344,14713.0,57.0
2022-12-09 11:09:07.889344,14713.0,35.0
2022-12-09 11:14:07.889344,232.0,57.0
2022-12-09 11:05:07.889344,233.0,13.0
2022-12-09 11:06:07.889344,3092.0,32.0
2022-12-09 11:10:07.889344,1579.0,19.0
2022-12-09 11:15:07.889344,3092.0,59.0
2022-12-09 11:05:07.889344,32370.0,33.0
2022-12-09 11:08:07.905238,34152.0,55.0
2022-12-09 11:14:07.905238,32370.0,3.0
2022-12-09 11:08:07.905238,7518.0,39.0
2022-12-09 11:15:07.905238,7518.0,56.0
2022-12-09 11:15:07.913427,7518.0,44.0
2022-12-09 11:13:07.913427,9389.0,20.0
2022-12-09 11:14:07.913427,9998.0,34.0
2022-12-09 11:05:07.913427,13247.0,26.0
2022-12-09 11:13:07.913427,13247.0,36.0
2022-12-09 11:05:07.913427,9998.0,43.0
2022-12-09 11:05:07.913427,13247.0,47.0
2022-12-09 11:06:07.913427,1051.0,29.0
2022-12-09 11:05:07.913427,32666.0,5.0
2022-12-09 11:13:07.930222,13247.0,50.0
2022-12-09 11:15:07.930222,33775.0,41.0
2022-12-09 11:07:07.930222,8022.0,22.0
2022-12-09 11:05:07.930222,12447.0,22.0
2022-12-09 11:14:07.930222,32666.0,34.0
2022-12-09 11:15:07.930222,8022.0,60.0
2022-12-09 11:15:07.930222,3294.0,21.0
2022-12-09 11:15:07.930222,37447.0,46.0
2022-12-09 11:07:07.930222,8022.0,54.0
2022-12-09 11:06:07.945909,5235.0,44.0
2022-12-09 11:14:07.945909,5117.0,47.0
2022-12-09 11:07:07.945909,14353.0,28.0
2022-12-09 11:15:07.945909,5235.0,0.0
2022-12-09 11:12:07.945909,26443.0,57.0
2022-12-09 11:10:07.955951,5117.0,11.0
2022-12-09 11:05:07.955951,29765.0,40.0
2022-12-09 11:11:07.955951,16251.0,25.0
2022-12-09 11:07:07.955951,16251.0,59.0
2022-12-09 11:11:07.955951,6777.0,38.0
2022-12-09 11:06:07.955951,24275.0,10.0
2022-12-09 11:07:07.955951,29363.0,29.0
2022-12-09 11:05:07.955951,29765.0,15.0
2022-12-09 11:11:07.971803,35594.0,56.0
2022-12-09 11:06:07.972833,32561.0,12.0
2022-12-09 11:11:07.972833,29765.0,52.0
2022-12-09 11:12:07.972833,5036.0,18.0
2022-12-09 11:07:07.972833,9721.0,25.0
2022-12-09 11:14:07.972833,9721.0,33.0
2022-12-09 11:09:07.972833,3669.0,12.0
2022-12-09 11:14:07.972833,812.0,47.0
2022-12-09 11:07:07.972833,9690.0,52.0
2022-12-09 11:10:07.972833,8726.0,2.0
2022-12-09 11:10:07.989835,747.0,53.0
2022-12-09 11:14:07.989835,19849.0,4.0
2022-12-09 11:09:07.989835,20229.0,23.0
2022-12-09 11:10:07.989835,12589.0,49.0
2022-12-09 11:08:07.989835,10869.0,52.0
2022-12-09 11:11:07.989835,15813.0,56.0
2022-12-09 11:08:07.989835,33155.0,56.0
2022-12-09 11:07:08.005745,33155.0,21.0
2022-12-09 11:06:08.006779,36951.0,14.0
2022-12-09 11:11:08.006779,34908.0,48.0
2022-12-09 11:08:08.006779,3981.0,59.0
2022-12-09 11:05:08.006779,1586.0,4.0
2022-12-09 11:13:08.006779,20057.0,35.0
2022-12-09 11:10:08.019151,20057.0,4.0
