time,anime_id,watchDuration
2022-12-09 10:52:54.797804,4224.0,11.0
2022-12-09 10:51:54.798840,7054.0,59.0
2022-12-09 10:51:54.805243,4224.0,59.0
2022-12-09 10:53:54.808462,14227.0,56.0
2022-12-09 10:55:54.809498,74.0,59.0
2022-12-09 10:47:54.814857,4722.0,19.0
2022-12-09 10:53:54.817122,4224.0,55.0
2022-12-09 10:50:54.817122,74.0,27.0
2022-12-09 10:46:54.827518,3731.0,53.0
2022-12-09 10:50:54.827518,9513.0,38.0
2022-12-09 10:45:54.835575,10800.0,0.0
2022-12-09 10:51:54.838063,4722.0,39.0
2022-12-09 10:55:54.838063,1557.0,42.0
2022-12-09 10:51:54.846235,14397.0,15.0
2022-12-09 10:52:54.848508,1557.0,57.0
2022-12-09 10:50:54.848508,1974.0,7.0
2022-12-09 10:53:54.859055,3731.0,22.0
2022-12-09 10:49:54.859055,966.0,22.0
2022-12-09 10:46:54.867203,5835.0,22.0
2022-12-09 10:54:54.869282,1974.0,24.0
2022-12-09 10:47:54.869282,249.0,20.0
2022-12-09 10:48:54.869282,21.0,42.0
2022-12-09 10:51:54.869282,1571.0,41.0
2022-12-09 10:47:54.877360,249.0,5.0
2022-12-09 10:50:54.879427,1974.0,50.0
2022-12-09 10:49:54.879427,11759.0,58.0
2022-12-09 10:51:54.879427,232.0,37.0
2022-12-09 10:45:54.879427,5690.0,40.0
2022-12-09 10:54:54.879427,6645.0,32.0
2022-12-09 10:50:54.888616,6645.0,38.0
2022-12-09 10:47:54.889615,5690.0,28.0
2022-12-09 10:50:54.889615,3092.0,40.0
2022-12-09 10:50:54.889615,14713.0,57.0
2022-12-09 10:46:54.889615,7674.0,3.0
2022-12-09 10:54:54.897766,11547.0,30.0
2022-12-09 10:53:54.899850,32370.0,18.0
2022-12-09 10:54:54.899850,233.0,44.0
2022-12-09 10:54:54.899850,233.0,40.0
2022-12-09 10:54:54.899850,33185.0,46.0
2022-12-09 10:45:54.908014,32370.0,53.0
2022-12-09 10:53:54.910018,32370.0,53.0
2022-12-09 10:51:54.911019,7605.0,56.0
2022-12-09 10:49:54.911019,1579.0,37.0
2022-12-09 10:50:54.911019,16642.0,16.0
2022-12-09 10:54:54.918087,9389.0,33.0
2022-12-09 10:51:54.920147,23903.0,28.0
2022-12-09 10:55:54.920147,16642.0,50.0
2022-12-09 10:46:54.920147,33398.0,21.0
2022-12-09 10:52:54.928392,9998.0,51.0
2022-12-09 10:45:54.931660,9998.0,9.0
2022-12-09 10:48:54.931660,23903.0,23.0
2022-12-09 10:50:54.939009,5588.0,34.0
2022-12-09 10:46:54.939009,1381.0,26.0
2022-12-09 10:55:54.939009,33398.0,9.0
2022-12-09 10:49:54.952232,8022.0,60.0
2022-12-09 10:45:54.952232,32666.0,39.0
2022-12-09 10:53:54.959499,32666.0,59.0
2022-12-09 10:47:54.961759,37447.0,31.0
2022-12-09 10:47:54.961759,12447.0,1.0
2022-12-09 10:50:54.972207,32747.0,36.0
2022-12-09 10:47:54.972207,32747.0,0.0
2022-12-09 10:55:54.980470,1381.0,52.0
2022-12-09 10:53:54.982738,14353.0,46.0
2022-12-09 10:53:54.982738,37447.0,36.0
2022-12-09 10:49:54.991151,5117.0,54.0
2022-12-09 10:53:54.992945,37447.0,1.0
2022-12-09 10:52:54.992945,5235.0,7.0
2022-12-09 10:45:55.003308,35594.0,48.0
2022-12-09 10:54:55.003308,14353.0,29.0
2022-12-09 10:50:55.014546,29765.0,2.0
2022-12-09 10:47:55.014546,5117.0,54.0
2022-12-09 10:51:55.023922,8154.0,29.0
2022-12-09 10:49:55.023922,29363.0,46.0
2022-12-09 10:50:55.035368,35594.0,45.0
2022-12-09 10:50:55.035368,24275.0,14.0
2022-12-09 10:46:55.044819,9690.0,33.0
2022-12-09 10:47:55.044819,5036.0,46.0
2022-12-09 10:47:55.044819,1811.0,8.0
2022-12-09 10:47:55.055933,9690.0,22.0
2022-12-09 10:50:55.055933,1811.0,43.0
2022-12-09 10:50:55.065398,9690.0,52.0
2022-12-09 10:45:55.065398,29363.0,29.0
2022-12-09 10:51:55.075650,19849.0,12.0
2022-12-09 10:47:55.086029,8726.0,17.0
2022-12-09 10:54:55.094253,33155.0,13.0
2022-12-09 10:48:55.096695,10869.0,26.0
2022-12-09 10:48:55.104913,747.0,54.0
2022-12-09 10:47:55.107125,33155.0,28.0
2022-12-09 10:51:55.107125,747.0,18.0
2022-12-09 10:53:55.119016,8726.0,54.0
2022-12-09 10:48:55.119016,20229.0,50.0
2022-12-09 10:52:55.128530,20229.0,2.0
2022-12-09 10:52:55.128530,33155.0,17.0
2022-12-09 10:46:55.136574,12589.0,7.0
2022-12-09 10:47:55.140018,34908.0,45.0
2022-12-09 10:54:55.140018,1586.0,39.0
2022-12-09 10:47:55.147364,15813.0,7.0
2022-12-09 10:52:55.149538,15813.0,21.0
2022-12-09 10:51:55.149538,20057.0,5.0
2022-12-09 10:50:55.159947,34908.0,18.0
