time,anime_id,watchDuration
2022-12-09 10:53:28.462997,6045.0,30.0
2022-12-09 10:53:28.471697,11123.0,35.0
2022-12-09 10:49:28.479990,10030.0,50.0
2022-12-09 10:54:28.483008,6045.0,36.0
2022-12-09 10:55:28.483008,14397.0,38.0
2022-12-09 10:48:28.492234,4722.0,46.0
2022-12-09 10:47:28.492234,10030.0,20.0
2022-12-09 10:52:28.500555,1735.0,58.0
2022-12-09 10:50:28.503136,4224.0,8.0
2022-12-09 10:51:28.512823,5835.0,41.0
2022-12-09 10:46:28.523199,7817.0,13.0
2022-12-09 10:54:28.531468,5835.0,38.0
2022-12-09 10:47:28.533741,9863.0,23.0
2022-12-09 10:50:28.544098,1557.0,28.0
2022-12-09 10:52:28.545104,21.0,26.0
2022-12-09 10:51:28.552386,9863.0,43.0
2022-12-09 10:50:28.554458,1974.0,15.0
2022-12-09 10:48:28.554458,5835.0,25.0
2022-12-09 10:45:28.564592,7817.0,26.0
2022-12-09 10:55:28.564592,1914.0,52.0
2022-12-09 10:48:28.574785,1974.0,14.0
2022-12-09 10:53:28.574808,957.0,19.0
2022-12-09 10:52:28.583130,120.0,45.0
2022-12-09 10:52:28.585411,1571.0,12.0
2022-12-09 10:54:28.585411,857.0,12.0
2022-12-09 10:50:28.596709,1974.0,22.0
2022-12-09 10:47:28.596709,14713.0,58.0
2022-12-09 10:47:28.603987,1571.0,35.0
2022-12-09 10:46:28.606266,5690.0,38.0
2022-12-09 10:47:28.606266,1571.0,29.0
2022-12-09 10:55:28.616479,233.0,30.0
2022-12-09 10:55:28.617483,1571.0,4.0
2022-12-09 10:52:28.617483,11759.0,5.0
2022-12-09 10:51:28.627021,14713.0,51.0
2022-12-09 10:45:28.627021,9656.0,56.0
2022-12-09 10:48:28.635307,32370.0,55.0
2022-12-09 10:53:28.638578,1579.0,27.0
2022-12-09 10:54:28.648172,3092.0,32.0
2022-12-09 10:52:28.648172,11547.0,41.0
2022-12-09 10:53:28.656307,33185.0,22.0
2022-12-09 10:48:28.658576,33185.0,33.0
2022-12-09 10:53:28.658576,1579.0,16.0
2022-12-09 10:50:28.669113,7605.0,0.0
2022-12-09 10:52:28.669113,34152.0,59.0
2022-12-09 10:54:28.677302,16642.0,48.0
2022-12-09 10:55:28.679564,7605.0,57.0
2022-12-09 10:52:28.679564,153.0,60.0
2022-12-09 10:52:28.690085,9389.0,52.0
2022-12-09 10:53:28.690085,33398.0,32.0
2022-12-09 10:47:28.698236,9389.0,36.0
2022-12-09 10:47:28.700499,13247.0,11.0
2022-12-09 10:47:28.700499,5588.0,22.0
2022-12-09 10:47:28.708761,12447.0,19.0
2022-12-09 10:47:28.711021,27417.0,42.0
2022-12-09 10:52:28.711021,13247.0,45.0
2022-12-09 10:47:28.721383,32666.0,9.0
2022-12-09 10:50:28.722383,32666.0,50.0
2022-12-09 10:47:28.722383,37447.0,38.0
2022-12-09 10:48:28.731530,32666.0,0.0
2022-12-09 10:50:28.731530,3294.0,58.0
2022-12-09 10:47:28.739775,32666.0,6.0
2022-12-09 10:46:28.742377,37447.0,2.0
2022-12-09 10:54:28.753833,5117.0,12.0
2022-12-09 10:54:28.760723,26443.0,22.0
2022-12-09 10:46:28.763735,16251.0,15.0
2022-12-09 10:47:28.763735,20667.0,60.0
2022-12-09 10:48:28.772944,14353.0,41.0
2022-12-09 10:46:28.772944,36847.0,7.0
2022-12-09 10:53:28.781070,14353.0,10.0
2022-12-09 10:51:28.783179,6777.0,53.0
2022-12-09 10:48:28.783179,6777.0,35.0
2022-12-09 10:47:28.791279,26443.0,12.0
2022-12-09 10:55:28.793378,36847.0,28.0
2022-12-09 10:46:28.793378,35594.0,16.0
2022-12-09 10:46:28.803622,36847.0,55.0
2022-12-09 10:52:28.803622,9690.0,20.0
2022-12-09 10:54:28.813842,24275.0,53.0
2022-12-09 10:52:28.813842,24275.0,3.0
2022-12-09 10:45:28.823456,5036.0,38.0
2022-12-09 10:49:28.824263,19849.0,59.0
2022-12-09 10:45:28.834810,812.0,5.0
2022-12-09 10:45:28.845255,19849.0,21.0
2022-12-09 10:50:28.855785,747.0,27.0
2022-12-09 10:45:28.863835,1811.0,60.0
2022-12-09 10:45:28.869164,19849.0,4.0
2022-12-09 10:52:28.869164,10869.0,55.0
2022-12-09 10:55:28.877461,7791.0,32.0
2022-12-09 10:49:28.877461,812.0,24.0
2022-12-09 10:47:28.887531,7791.0,39.0
2022-12-09 10:46:28.888567,10869.0,49.0
2022-12-09 10:54:28.895795,15813.0,14.0
2022-12-09 10:46:28.897932,12569.0,20.0
2022-12-09 10:51:28.897932,3981.0,9.0
2022-12-09 10:50:28.908288,12589.0,23.0
2022-12-09 10:49:28.908288,33155.0,17.0
2022-12-09 10:46:28.916475,3981.0,26.0
2022-12-09 10:46:28.918672,18637.0,48.0
2022-12-09 10:45:28.918672,15813.0,46.0
2022-12-09 10:46:28.929200,1778.0,3.0
2022-12-09 10:50:28.930239,18637.0,30.0
