time,anime_id,watchDuration
2022-12-09 11:18:37.987946,7054.0,12.0
2022-12-09 11:10:37.987946,10030.0,17.0
2022-12-09 11:13:37.987946,11123.0,2.0
2022-12-09 11:13:38.003726,269.0,31.0
2022-12-09 11:11:38.005252,210.0,12.0
2022-12-09 11:10:38.005252,1735.0,48.0
2022-12-09 11:14:38.005252,10800.0,48.0
2022-12-09 11:09:38.018834,1735.0,22.0
2022-12-09 11:10:38.018834,4224.0,28.0
2022-12-09 11:17:38.018834,3731.0,18.0
2022-12-09 11:11:38.018834,1557.0,17.0
2022-12-09 11:14:38.018834,14397.0,16.0
2022-12-09 11:19:38.034520,4722.0,6.0
2022-12-09 11:18:38.034520,3731.0,56.0
2022-12-09 11:14:38.034520,3731.0,58.0
2022-12-09 11:09:38.050145,120.0,0.0
2022-12-09 11:09:38.051399,966.0,37.0
2022-12-09 11:14:38.051399,1914.0,30.0
2022-12-09 11:14:38.051399,9863.0,52.0
2022-12-09 11:16:38.051399,21.0,56.0
2022-12-09 11:13:38.067209,966.0,3.0
2022-12-09 11:14:38.067209,1914.0,25.0
2022-12-09 11:17:38.082577,857.0,6.0
2022-12-09 11:13:38.089467,249.0,49.0
2022-12-09 11:17:38.097130,7674.0,24.0
2022-12-09 11:14:38.104639,1571.0,41.0
2022-12-09 11:11:38.111635,1698.0,12.0
2022-12-09 11:11:38.120229,232.0,24.0
2022-12-09 11:13:38.120229,1698.0,12.0
2022-12-09 11:16:38.134397,1571.0,22.0
2022-12-09 11:12:38.136391,5690.0,9.0
2022-12-09 11:10:38.143724,11759.0,40.0
2022-12-09 11:18:38.147816,7674.0,0.0
2022-12-09 11:17:38.153533,233.0,55.0
2022-12-09 11:11:38.156960,3092.0,11.0
2022-12-09 11:13:38.160765,9926.0,11.0
2022-12-09 11:12:38.167640,1579.0,35.0
2022-12-09 11:12:38.172475,233.0,7.0
2022-12-09 11:13:38.173517,11547.0,17.0
2022-12-09 11:15:38.173517,7518.0,38.0
2022-12-09 11:12:38.184483,9389.0,38.0
2022-12-09 11:11:38.186483,9389.0,52.0
2022-12-09 11:10:38.186483,7605.0,10.0
2022-12-09 11:19:38.186483,34152.0,49.0
2022-12-09 11:19:38.201103,153.0,33.0
2022-12-09 11:19:38.204728,9998.0,37.0
2022-12-09 11:17:38.219698,7518.0,29.0
2022-12-09 11:16:38.224050,7605.0,32.0
2022-12-09 11:18:38.226048,33398.0,54.0
2022-12-09 11:09:38.233597,27417.0,37.0
2022-12-09 11:13:38.238018,12447.0,8.0
2022-12-09 11:17:38.241021,23903.0,43.0
2022-12-09 11:14:38.244021,12447.0,8.0
2022-12-09 11:16:38.249023,12447.0,48.0
2022-12-09 11:13:38.270849,13247.0,40.0
2022-12-09 11:11:38.293515,1381.0,60.0
2022-12-09 11:15:38.309152,1381.0,18.0
2022-12-09 11:10:38.314876,12447.0,13.0
2022-12-09 11:14:38.322756,12447.0,15.0
2022-12-09 11:15:38.322756,32747.0,27.0
2022-12-09 11:09:38.335788,37447.0,59.0
2022-12-09 11:09:38.336792,8022.0,43.0
2022-12-09 11:12:38.350478,33775.0,53.0
2022-12-09 11:13:38.352468,37447.0,4.0
2022-12-09 11:09:38.352468,14353.0,35.0
2022-12-09 11:10:38.352468,20667.0,43.0
2022-12-09 11:18:38.368071,16251.0,60.0
2022-12-09 11:09:38.368071,16251.0,12.0
2022-12-09 11:10:38.368071,5235.0,0.0
2022-12-09 11:11:38.368071,35594.0,33.0
2022-12-09 11:10:38.386300,29765.0,38.0
2022-12-09 11:09:38.386300,16251.0,37.0
2022-12-09 11:16:38.386300,6777.0,40.0
2022-12-09 11:15:38.403317,16251.0,5.0
2022-12-09 11:16:38.403317,35594.0,26.0
2022-12-09 11:14:38.403317,32561.0,56.0
2022-12-09 11:19:38.419669,32561.0,46.0
2022-12-09 11:18:38.419669,3669.0,53.0
2022-12-09 11:15:38.419669,5036.0,26.0
2022-12-09 11:13:38.436670,5036.0,52.0
2022-12-09 11:12:38.436670,24275.0,55.0
2022-12-09 11:13:38.436670,7791.0,13.0
2022-12-09 11:13:38.436670,11009.0,42.0
2022-12-09 11:15:38.457328,19849.0,53.0
2022-12-09 11:16:38.457328,5036.0,19.0
2022-12-09 11:16:38.457328,20229.0,5.0
2022-12-09 11:13:38.475533,19849.0,33.0
2022-12-09 11:16:38.475533,33155.0,55.0
2022-12-09 11:13:38.486260,33155.0,31.0
2022-12-09 11:13:38.489050,7791.0,57.0
2022-12-09 11:17:38.490632,11009.0,38.0
2022-12-09 11:13:38.490632,33462.0,16.0
2022-12-09 11:15:38.490632,15813.0,40.0
2022-12-09 11:17:38.490632,10869.0,26.0
2022-12-09 11:09:38.507469,33155.0,16.0
2022-12-09 11:10:38.507469,10869.0,26.0
2022-12-09 11:09:38.507469,12589.0,29.0
2022-12-09 11:18:38.507469,15813.0,31.0
2022-12-09 11:17:38.507469,18637.0,30.0
2022-12-09 11:14:38.519999,30347.0,10.0
