time,anime_id,watchDuration
2022-12-09 10:49:27.826997,210.0,57.0
2022-12-09 10:50:27.828031,10030.0,11.0
2022-12-09 10:43:27.828031,6045.0,54.0
2022-12-09 10:44:27.828031,14227.0,58.0
2022-12-09 10:44:27.835779,210.0,42.0
2022-12-09 10:48:27.835884,10030.0,57.0
2022-12-09 10:50:27.835884,4224.0,3.0
2022-12-09 10:41:27.835884,1557.0,47.0
2022-12-09 10:45:27.835884,4224.0,56.0
2022-12-09 10:47:27.844034,1557.0,40.0
2022-12-09 10:49:27.846174,5835.0,35.0
2022-12-09 10:47:27.846174,966.0,20.0
2022-12-09 10:48:27.846174,3731.0,37.0
2022-12-09 10:47:27.855739,957.0,26.0
2022-12-09 10:46:27.856528,957.0,2.0
2022-12-09 10:41:27.856528,1974.0,51.0
2022-12-09 10:50:27.867045,21.0,36.0
2022-12-09 10:42:27.867045,957.0,47.0
2022-12-09 10:46:27.875180,21.0,31.0
2022-12-09 10:41:27.877444,1974.0,44.0
2022-12-09 10:43:27.877444,857.0,13.0
2022-12-09 10:41:27.887955,1914.0,60.0
2022-12-09 10:48:27.887955,21.0,9.0
2022-12-09 10:47:27.887955,7674.0,48.0
2022-12-09 10:50:27.898385,249.0,53.0
2022-12-09 10:44:27.898385,1571.0,8.0
2022-12-09 10:48:27.906645,6645.0,40.0
2022-12-09 10:43:27.908903,14713.0,21.0
2022-12-09 10:44:27.908903,233.0,32.0
2022-12-09 10:41:27.919128,7674.0,40.0
2022-12-09 10:51:27.920164,1571.0,60.0
2022-12-09 10:48:27.920164,9656.0,15.0
2022-12-09 10:49:27.929760,9656.0,52.0
2022-12-09 10:44:27.929760,9656.0,54.0
2022-12-09 10:44:27.938022,9656.0,33.0
2022-12-09 10:51:27.940280,3092.0,27.0
2022-12-09 10:47:27.940280,9656.0,48.0
2022-12-09 10:42:27.950715,9656.0,25.0
2022-12-09 10:41:27.951751,2564.0,9.0
2022-12-09 10:50:27.951751,33185.0,15.0
2022-12-09 10:46:27.961360,3092.0,0.0
2022-12-09 10:49:27.961360,11547.0,30.0
2022-12-09 10:49:27.969542,32370.0,0.0
2022-12-09 10:50:27.971793,11547.0,48.0
2022-12-09 10:47:27.971793,153.0,37.0
2022-12-09 10:42:27.980052,34152.0,29.0
2022-12-09 10:48:27.982313,16642.0,47.0
2022-12-09 10:41:27.982313,16642.0,46.0
2022-12-09 10:41:27.992655,9389.0,34.0
2022-12-09 10:47:27.994654,13247.0,24.0
2022-12-09 10:45:27.994654,34152.0,3.0
2022-12-09 10:43:28.000942,23903.0,25.0
2022-12-09 10:51:28.000942,33398.0,26.0
2022-12-09 10:51:28.000942,1051.0,30.0
2022-12-09 10:42:28.013261,32666.0,14.0
2022-12-09 10:50:28.013261,12447.0,35.0
2022-12-09 10:45:28.023483,20667.0,19.0
2022-12-09 10:47:28.023483,1381.0,48.0
2022-12-09 10:47:28.033730,8022.0,60.0
2022-12-09 10:41:28.034851,20667.0,46.0
2022-12-09 10:47:28.042046,3294.0,34.0
2022-12-09 10:48:28.044177,20667.0,33.0
2022-12-09 10:47:28.054614,37447.0,36.0
2022-12-09 10:43:28.054614,20667.0,15.0
2022-12-09 10:46:28.065013,33775.0,54.0
2022-12-09 10:47:28.065013,6777.0,5.0
2022-12-09 10:48:28.075471,5117.0,46.0
2022-12-09 10:45:28.076519,8154.0,20.0
2022-12-09 10:51:28.086037,5117.0,9.0
2022-12-09 10:43:28.086037,26443.0,34.0
2022-12-09 10:43:28.096238,32561.0,9.0
2022-12-09 10:43:28.097198,16251.0,39.0
2022-12-09 10:46:28.097198,35594.0,21.0
2022-12-09 10:48:28.106724,29363.0,0.0
2022-12-09 10:50:28.106724,35594.0,26.0
2022-12-09 10:48:28.114974,29765.0,11.0
2022-12-09 10:47:28.118022,24275.0,30.0
2022-12-09 10:48:28.125224,32561.0,18.0
2022-12-09 10:48:28.127423,9690.0,4.0
2022-12-09 10:49:28.135626,9721.0,43.0
2022-12-09 10:50:28.137827,9721.0,14.0
2022-12-09 10:47:28.146005,11009.0,4.0
2022-12-09 10:46:28.148223,1811.0,15.0
2022-12-09 10:41:28.148223,19849.0,4.0
2022-12-09 10:44:28.158617,9690.0,46.0
2022-12-09 10:42:28.158617,33155.0,24.0
2022-12-09 10:51:28.166841,8726.0,17.0
2022-12-09 10:49:28.169064,747.0,9.0
2022-12-09 10:45:28.169064,747.0,48.0
2022-12-09 10:43:28.177213,3981.0,38.0
2022-12-09 10:50:28.179478,747.0,28.0
2022-12-09 10:45:28.179478,10869.0,26.0
2022-12-09 10:46:28.189993,33462.0,52.0
2022-12-09 10:49:28.189993,10869.0,45.0
2022-12-09 10:47:28.198156,34908.0,24.0
2022-12-09 10:51:28.200418,1778.0,4.0
2022-12-09 10:50:28.200418,3981.0,11.0
2022-12-09 10:49:28.210947,36951.0,22.0
2022-12-09 10:45:28.210947,20057.0,18.0
2022-12-09 10:46:28.210947,30347.0,3.0
